post_name,Url
Diabetic Ketoacidosis in Dogs,https://www.petmd.com/dog/conditions/endocrine/c_dg_diabetes_with_ketoacidosis
Diaphragmatic Hernia in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/diaphragmatic-hernia-dogs
Diarrhea Due to Clostridium perfringens in Dogs,https://www.petmd.com/dog/conditions/digestive/c_dg_clostridial_enterotoxicosis
DIC (Disseminated Intravascular Coagulation) In Dogs,https://www.petmd.com/dog/conditions/cardiovascular/dic-disseminated-intravascular-coagulation-dogs
Dietary Reactions in Dogs,https://www.petmd.com/dog/conditions/digestive/c_dg_food_reactions_gastrointestinal
Difficult Defecation and Blood in Stool in Dogs,https://www.petmd.com/dog/conditions/digestive/c_dg_dyschezia_hematochezia
Diseases of the Orbit of the Eye in Dogs,https://www.petmd.com/dog/conditions/eyes/c_multi_orbital_diseases
Dislocated Eye Lens in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_lens_luxation
Dislocated Hip in Dogs,https://www.petmd.com/dog/conditions/musculoskeletal/dislocated-hip-dogs
Dislocated Shoulder in Dogs,https://www.petmd.com/dog/conditions/musculoskeletal/dislocated-shoulder-dogs
Distemper in Dogs,https://www.petmd.com/dog/conditions/respiratory/c_dg_canine_distemper
Does Your Dog Have a Flea Allergy?,https://www.petmd.com/dog/conditions/skin/c_multi_flea_bite_hypersensitivity
Dog Acne,https://www.petmd.com/dog/conditions/skin/c_dg_acne
Dog Car Sickness and Motion Sickness,https://www.petmd.com/dog/conditions/digestive/c_dg_motion_sickness
"Dog Dementia: Symptoms, Causes, Treatment and Life Expectancy",https://www.petmd.com/dog/conditions/neurological/dog-dementia
Dog Ectropion (Droopy Eye in Dogs),https://www.petmd.com/dog/conditions/eyes/c_dg_ectropion
Dog Eye Allergies: Symptoms and Treatment,https://www.petmd.com/dog/conditions/eyes/dog-eye-allergies-symptoms-and-treatment
Dog Flu (Canine Influenza) in Dogs,https://www.petmd.com/dog/conditions/respiratory/dog-flu-canine-influenza-dogs
Dog Hives,https://www.petmd.com/dog/conditions/skin/hives-dogs-causes-symptoms-and-treatment-options
Dog Hypothermia,https://www.petmd.com/dog/conditions/cardiovascular/dog-hypothermia
Dog Intestinal Blockage,https://www.petmd.com/dog/conditions/digestive/c_multi_gastrointestinal_obstruction
"Dog Mouth Cancer: Symptoms, Treatment and Life Expectancy",https://www.petmd.com/dog/conditions/cancer/c_dg_oral_cavity_tumors
Dog Peritonitis,https://www.petmd.com/dog/conditions/digestive/c_multi_peritonitis
Dog Pneumonia,https://www.petmd.com/dog/conditions/respiratory/dog-pneumonia
"Dog Pregnancy, Birth, and Postpartum Care: The Complete Guide",https://www.petmd.com/dog/conditions/reproductive/dog-pregnancy-birth-and-puppy-care-complete-guide
Dog Tick Paralysis,https://www.petmd.com/dog/conditions/infectious-parasitic/c_dg_tick_paralysis
Dog Tumors,https://www.petmd.com/dog/conditions/cancer/dog-tumors
Drowning and Near-Drowning in Dogs,https://www.petmd.com/dog/conditions/respiratory/c_dg_drowning
Dry Eye Syndrome in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_keratoconjunctivitis_sicca
Ear Cancer in Dogs,https://www.petmd.com/dog/conditions/ears/ear-cancer-dogs
Ear Cysts (Cholesteatoma) in Dogs,https://www.petmd.com/dog/conditions/ears/c_dg_cholesteatoma
Ear Hematomas in Dogs,https://www.petmd.com/dog/conditions/ears/c_dg_dog_ear_hematoma
Early Contractions and Labor in Dogs,https://www.petmd.com/dog/conditions/reproductive/c_dg_premature_labor
Early Death in Puppies,https://www.petmd.com/dog/conditions/reproductive/c_dg_neonatal_mortality
Ear Mites in Dogs,https://www.petmd.com/dog/conditions/infectious-parasitic/ear-mites-dogs
Eclampsia in Dogs,https://www.petmd.com/dog/conditions/reproductive/eclampsia-dogs
E. Coli in Dogs,https://www.petmd.com/dog/conditions/infectious-parasitic/e-coli-dogs
Ehrlichiosis in Dogs,https://www.petmd.com/dog/conditions/infectious-parasitic/c_dg_ehrlichiosis
Elbow Dysplasia in Dogs,https://www.petmd.com/dog/conditions/musculoskeletal/c_dg_elbow_dysplasia
Electrocution in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/electrocution-dogs
Electrolyte Disturbance in Dogs,https://www.petmd.com/dog/conditions/endocrine/c_dg_hypophosphatemia
Elevated Sex Hormones in Dogs,https://www.petmd.com/dog/conditions/reproductive/c_dg_hyperandrogenism
Enlarged Gums in Dogs,https://www.petmd.com/dog/conditions/digestive/c_multi_gingival_hyperplasia
Enlarged Heart (Dilated Cardiomyopathy) in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/enlarged-heart-dilated-cardiomyopathy-dogs
Enlarged Liver in Dogs,https://www.petmd.com/dog/conditions/endocrine/c_dg_hepatomegaly
Enlarged Spleen in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/c_multi_splenomegaly
Entropion in Dogs (Eyelid Growing Inward),https://www.petmd.com/dog/conditions/eyes/c_multi_entropion
EPI in Dogs (Exocrine Pancreatic Insufficiency in Dogs),https://www.petmd.com/dog/conditions/digestive/c_multi_exocrine_pancreatic_insufficiency
Epilepsy In Dogs,https://www.petmd.com/dog/conditions/neurological/epilepsy-dogs
Epulis in Dogs (Benign Gum Growth),https://www.petmd.com/dog/conditions/mouth/c_dg_epulis
Estrus Symptoms after Spaying in Dogs,https://www.petmd.com/dog/conditions/reproductive/c_dg_ovarian_remnant_syndrome
Excess Acidity in the Blood in Dogs,https://www.petmd.com/dog/conditions/urinary/c_multi_renal_tubular_acidosis
Excess Alkali in the Blood in Dogs,https://www.petmd.com/dog/conditions/systemic/c_dg_alkalosis_metabolic
Excess Blood Cells in the Eye In Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_hypopyon_lipid_flare
Excess Calcium in the Blood in Dogs,https://www.petmd.com/dog/conditions/endocrine/c_multi_hypercalcemia
Excess Carbon Dioxide in the Blood in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/c_dg_hypercapnia
Excess Chloride in the Blood in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/c_dg_hyperchloremia
Excess Iron in the Blood in Dogs,https://www.petmd.com/dog/conditions/endocrine/c_dg_iron_toxicity
Excessive Bacteria in the Small Intestine in Dogs,https://www.petmd.com/dog/conditions/digestive/c_multi_small_intestinal_bacterial_growth
Excessive Potassium in the Blood in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/c_dg_hyperkalemia
Excess Magnesium in the Blood in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/c_dg_hypermagnesemia
Excess Sodium in the Blood in Dogs,https://www.petmd.com/dog/conditions/cardiovascular/c_dg_hypernatremia
Extreme Fear and Anxiety in Dogs,https://www.petmd.com/dog/conditions/behavioral/c_dg_fears_phobia_anxiety
Eye Defects (Congenital) in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_congenital_eye_defects
Eye Infection in Newborn Dogs,https://www.petmd.com/dog/conditions/eyes/c_multi_ophthalmia_neonatorium
Eye Inflammation (Anterior Uveitis) in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_anterior_uveitis
Eye Inflammation (Choroid and Retina) in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_chorioretinitis
Eye Injuries in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_corneal_scleral_lacerations
Eyelash Disorders in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_trichiasis_distichiasis_ectopic_cilia
Eyelid Protrusion (Cherry Eye) in Dogs,https://www.petmd.com/dog/conditions/eyes/c_multi_prolapsed_gland
Eye Ulcer in Dogs,https://www.petmd.com/dog/conditions/eyes/c_dg_Keratitis_Ulcerative
Eyeworm Infection in Dogs,https://www.petmd.com/dog/conditions/eyes/eyeworm-infection-dogs
Failure to Absorb Vitamin B12 in Dogs,https://www.petmd.com/dog/conditions/digestive/c_dg_cobalamin_malabsorption
Failure to Thrive in Collie Dogs,https://www.petmd.com/dog/conditions/cardiovascular/c_dg_cyclic_hematopoiesis
False Pregnancy in Dogs,https://www.petmd.com/dog/conditions/reproductive/c_dg_false_pregnancy
Familial Shar-Pei Fever,https://www.petmd.com/dog/conditions/urinary/c_dg_familial_shar_pei_fever
Fanconi Syndrome in Dogs,https://www.petmd.com/dog/conditions/urinary/fanconi-syndrome-dogs
Fatty Layer or Nodule Under the Skin in Dogs,https://www.petmd.com/dog/conditions/skin/c_dg_panniculitis
Fatty Tissue Inflammation in Dogs,https://www.petmd.com/dog/conditions/endocrine/c_dg_steatitis
FCE (Fibrocartilaginous Embolism) In Dogs,https://www.petmd.com/dog/conditions/neurological/fce-fibrocartilaginous-embolism-dogs
Fibrosarcomas in Dogs,https://www.petmd.com/dog/conditions/cancer/fibrosarcomas-dogs
Fibrotic Hardening of the Lungs (Pneumonia) in Dogs,https://www.petmd.com/dog/conditions/respiratory/c_multi_pulmonary_fibrosis
Flatworm Parasite (Heterobilharzia) in Dogs,https://www.petmd.com/dog/conditions/infectious-parasitic/c_dg_heterobilharzia
Flea and Tick Medicine Poisoning in Dogs,https://www.petmd.com/dog/conditions/poisoning/flea-and-tick-medicine-poisoning-dogs
Fluid Buildup in the Kidney Due to Kidney or Ureter Obstruction in Dogs,https://www.petmd.com/dog/conditions/urinary/c_dg_hydronephrosis
Fluid in the Lungs in Dogs,https://www.petmd.com/dog/conditions/respiratory/c_multi_pulmonary_edema
Fluid Retention and Tissue Swelling Due to Collection of Lymph in Dogs,https://www.petmd.com/dog/conditions/endocrine/c_dg_lymphedema
Folding of the Intestines in Dogs,https://www.petmd.com/dog/conditions/digestive/c_dg_intussusception
Food Allergies in Dogs,https://www.petmd.com/dog/conditions/digestive/food-allergies-dogs
Foot/Toe Cancer in Dogs,https://www.petmd.com/dog/conditions/cancer/c_dg_squamous_cell_carcinoma_digit
Foreign Objects Stuck in the Throat in Dogs,https://www.petmd.com/dog/conditions/digestive/c_dg_esophageal_obstruction
Fox Tapeworm Infection (Cysticercosis) in Dogs,https://www.petmd.com/dog/conditions/infectious-parasitic/c_dg_cysticercosis
Fractures of Upper Jaw and Lower Jaw in Dogs,https://www.petmd.com/dog/conditions/mouth/c_dg_upper_lower_jaw_fracture
Front Leg Deformity in Dogs,https://www.petmd.com/dog/conditions/musculoskeletal/c_dg_Antebrachial_Growth_Deformities
Front Leg Injury in Dogs,https://www.petmd.com/dog/conditions/neurological/c_multi_brachial_plexus_avulsion
Fungal Disease (Sporotrichosis) of the Skin in Dogs,https://www.petmd.com/dog/conditions/skin/c_dg_fungal_disease_skin
